trade_num,prediction_date,entry_date,exit_date,entry_price,exit_price,shares,investment,gross_proceeds,entry_commission,exit_commission,total_commission,net_proceeds,pnl,pnl_pct,capital_after
1,2025-05-15,2025-05-18,2025-05-22,2608.26,2688.55,3.8339736069256896,10000.0,10307.829740900062,0.0,0.0,0.0,10307.829740900062,307.82974090006246,3.0782974090006245,10307.829740900062
2,2025-05-25,2025-05-26,2025-06-03,2712.69,2658.93,3.7998553984790235,10307.829740900062,10103.54951467783,0.0,0.0,0.0,10103.54951467783,-204.28022622223216,-1.9817966667772566,10103.54951467783
3,2025-06-03,2025-06-04,2025-06-10,2660.22,2678.17,3.7980127638608203,10103.54951467783,10171.723843789134,0.0,0.0,0.0,10171.723843789134,68.17432911130345,0.6747562231695294,10171.723843789134
4,2025-06-10,2025-06-11,2025-06-17,2677.53,2654.75,3.798920588672819,10171.723843789134,10085.184432779166,0.0,0.0,0.0,10085.184432779166,-86.53941100996781,-0.8507841181984986,10085.184432779166
5,2025-07-08,2025-07-09,2025-07-15,2679.37,2760.17,3.7640133437260124,10085.184432779166,10389.316710952227,0.0,0.0,0.0,10389.316710952227,304.1322781730614,3.0156342722356335,10389.316710952227
6,2025-08-03,2025-08-04,2025-08-11,2857.27,2822.46,3.6360990424258914,10389.316710952227,10262.744103285382,0.0,0.0,0.0,10262.744103285382,-126.57260766684522,-1.2182957858375296,10262.744103285382
7,2025-08-11,2025-08-12,2025-08-18,2824.01,2770.39,3.6341033152451234,10262.744103285382,10067.883483521937,0.0,0.0,0.0,10067.883483521937,-194.86061976344536,-1.8987184889572097,10067.883483521937
8,2025-08-18,2025-08-19,2025-08-25,2769.37,2761.26,3.6354418093363967,10067.883483521937,10038.40005044822,0.0,0.0,0.0,10038.40005044822,-29.483433073717606,-0.29284638744551444,10038.40005044822
9,2025-08-25,2025-08-26,2025-09-01,2764.3,2761.86,3.631443783398408,10038.40005044822,10029.539327616727,0.0,0.0,0.0,10029.539327616727,-8.86072283149224,-0.0882682776833207,10029.539327616727
10,2025-09-02,2025-09-03,2025-09-18,2744.41,2511.91,3.654533880730914,10029.539327616727,9179.86020034679,0.0,0.0,0.0,9179.86020034679,-849.6791272699375,-8.47176624483951,9179.86020034679
11,2025-09-18,2025-09-21,2025-09-28,2487.56,2663.51,3.6903070480096116,9179.86020034679,9829.169725444082,0.0,0.0,0.0,9829.169725444082,649.3095250972929,7.073196224412697,9829.169725444082
12,2025-10-07,2025-10-08,2025-10-14,2610.28,2528.16,3.765561443770048,9829.169725444082,9519.941819681684,0.0,0.0,0.0,9519.941819681684,-309.2279057623982,-3.146022648911247,9519.941819681684
13,2025-10-14,2025-10-15,2025-10-28,2527.92,2571.34,3.765918945093865,9519.941819681684,9683.45802027766,0.0,0.0,0.0,9683.45802027766,163.51620059597553,1.717617646128041,9683.45802027766
14,2025-10-28,2025-10-29,2025-11-04,2570.59,2595.24,3.767017696434538,9683.45802027766,9776.31500649477,0.0,0.0,0.0,9776.31500649477,92.8569862171098,0.9589238268257321,9776.31500649477
15,2025-11-04,2025-11-05,2025-11-11,2597.0,2565.16,3.764464769539765,9776.31500649477,9656.454448232624,0.0,0.0,0.0,9656.454448232624,-119.86055826214579,-1.226030034655368,9656.454448232624
16,2025-11-11,2025-11-12,2025-11-18,2565.78,2566.07,3.763555117053147,9656.454448232624,9657.54587921657,0.0,0.0,0.0,9657.54587921657,1.0914309839463385,0.011302605835272159,9657.54587921657
17,2025-11-18,2025-11-19,2025-11-25,2570.92,2655.99,3.756455229729657,9657.54587921657,9977.10752560967,0.0,0.0,0.0,9977.10752560967,319.5616463931001,3.308932211037275,9977.10752560967
18,2025-11-25,2025-11-26,2025-12-02,2661.7,2644.7,3.748396710977823,9977.10752560967,9913.384781523047,0.0,0.0,0.0,9913.384781523047,-63.7227440866227,-0.6386895593042012,9913.384781523047
19,2025-12-02,2025-12-03,2025-12-10,2647.41,2609.03,3.7445596947669793,9913.384781523047,9769.668580437892,0.0,0.0,0.0,9769.668580437892,-143.71620108515526,-1.449718781752718,9769.668580437892
20,2025-12-10,2025-12-11,2025-12-17,2608.11,2625.69,3.7458805726897606,9769.668580437892,9835.521160905777,0.0,0.0,0.0,9835.521160905777,65.85258046788476,0.6740513245223426,9835.521160905777
