trade_num,prediction_date,entry_date,exit_date,entry_price,exit_price,shares,investment,gross_proceeds,entry_commission,exit_commission,total_commission,net_proceeds,pnl,pnl_pct,capital_after
1,2025-05-20,2025-05-21,2025-05-27,2712.26,2675.62,3.6869621643942687,10000.0,9864.909706296592,0.0,0.0,0.0,9864.909706296592,-135.09029370340795,-1.3509029370340795,9864.909706296592
2,2025-05-27,2025-05-28,2025-06-05,2675.61,2640.96,3.686975944288066,9864.909706296592,9737.15598982701,0.0,0.0,0.0,9737.15598982701,-127.75371646958229,-1.2950317871438743,9737.15598982701
3,2025-06-09,2025-06-10,2025-06-16,2654.31,2658.66,3.6684320933979113,9737.15598982701,9753.11366943329,0.0,0.0,0.0,9753.11366943329,15.95767960628109,0.16388439933542231,9753.11366943329
4,2025-06-16,2025-06-17,2025-06-23,2659.28,2600.76,3.6675768138117424,9753.11366943329,9538.487074289027,0.0,0.0,0.0,9538.487074289027,-214.62659514426377,-2.2005956499503685,9538.487074289027
5,2025-06-24,2025-06-25,2025-07-01,2601.11,2660.39,3.667083312235556,9538.487074289027,9755.87177303835,0.0,0.0,0.0,9755.87177303835,217.38469874932343,2.2790270307676304,9755.87177303835
6,2025-07-01,2025-07-02,2025-07-08,2667.9,2683.86,3.6567606630827054,9755.87177303835,9814.23367322115,0.0,0.0,0.0,9814.23367322115,58.36190018279922,0.5982233217136996,9814.23367322115
7,2025-07-08,2025-07-09,2025-07-15,2679.37,2760.17,3.662888542165192,9814.23367322115,10110.195067428098,0.0,0.0,0.0,10110.195067428098,295.96139420694817,3.0156342722356446,10110.195067428098
8,2025-07-15,2025-07-16,2025-07-22,2759.58,2973.7,3.6636716701194016,10110.195067428098,10894.660445434063,0.0,0.0,0.0,10894.660445434063,784.4653780059652,7.7591517549771964,10894.660445434063
9,2025-07-22,2025-07-23,2025-07-29,2976.27,3002.07,3.6605081008893894,10894.660445434063,10989.10155443701,0.0,0.0,0.0,10989.10155443701,94.44110900294618,0.8668568375852991,10989.10155443701
10,2025-08-03,2025-08-04,2025-08-11,2857.27,2822.46,3.846014396412313,10989.10155443701,10855.221793297897,0.0,0.0,0.0,10855.221793297897,-133.87976113911282,-1.218295785837532,10855.221793297897
11,2025-08-17,2025-08-18,2025-08-24,2760.67,2739.95,3.9320968436277774,10855.221793297897,10773.748746697927,0.0,0.0,0.0,10773.748746697927,-81.47304659996917,-0.7505424407843173,10773.748746697927
12,2025-08-25,2025-08-26,2025-09-01,2764.3,2761.86,3.8974600248518345,10773.748746697927,10764.238944237288,0.0,0.0,0.0,10764.238944237288,-9.509802460639548,-0.08826827768332941,10764.238944237288
13,2025-09-01,2025-09-02,2025-09-08,2777.52,2672.25,3.8754856649951352,10764.238944237288,10356.26656828325,0.0,0.0,0.0,10356.26656828325,-407.9723759540375,-3.7900717186554878,10356.26656828325
14,2025-09-08,2025-09-18,2025-09-25,2634.85,2652.0,3.9304956898052072,10356.26656828325,10423.67456936341,0.0,0.0,0.0,10423.67456936341,67.40800108015901,0.6508909425583971,10423.67456936341
15,2025-10-12,2025-10-13,2025-10-19,2521.01,2503.85,4.134721627190455,10423.67456936341,10352.722746240821,0.0,0.0,0.0,10352.722746240821,-70.9518231225884,-0.6806795689029415,10352.722746240821
16,2025-10-28,2025-10-29,2025-11-04,2570.59,2595.24,4.027372216588729,10352.722746240821,10451.997471379733,0.0,0.0,0.0,10451.997471379733,99.27472513891189,0.9589238268257454,10451.997471379733
17,2025-11-05,2025-11-06,2025-11-12,2609.72,2544.59,4.005026390332961,10451.997471379733,10191.150102577349,0.0,0.0,0.0,10191.150102577349,-260.84736880238415,-2.495670033566805,10191.150102577349
18,2025-11-12,2025-11-13,2025-11-19,2538.63,2561.08,4.0144290828428515,10191.150102577349,10281.27403548717,0.0,0.0,0.0,10281.27403548717,90.12393290982072,0.88433525169086,10281.27403548717
19,2025-11-19,2025-11-20,2025-11-26,2559.89,2665.6,4.0162952452984975,10281.27403548717,10705.836605867675,0.0,0.0,0.0,10705.836605867675,424.56257038050535,4.129474313349413,10705.836605867675
20,2025-11-26,2025-11-27,2025-12-03,2670.11,2631.17,4.009511445546316,10705.836605867675,10549.7062301781,0.0,0.0,0.0,10549.7062301781,-156.13037568957407,-1.458366883761348,10549.7062301781
21,2025-12-09,2025-12-10,2025-12-16,2613.84,2619.99,4.036094875806515,10549.7062301781,10574.528213664309,0.0,0.0,0.0,10574.528213664309,24.82198348620841,0.23528601597647864,10574.528213664309
22,2025-12-16,2025-12-17,2025-12-23,2622.33,2584.49,4.032493322222722,10574.52821366431,10421.938666351401,0.0,0.0,0.0,10421.938666351401,-152.58954731290942,-1.4429915380596796,10421.938666351401
