s,o,h,l,c,v,date,psar,PosDI,NegDI,ADX,accumulated_sentiment
,206.04,206.04,206.04,206.04,0.0,2003-12-04,207.0044403,40.84755732,59.15244268,24.33344936,
,205.43,205.43,205.43,205.43,0.0,2003-12-05,206.9570627,27.57895726,72.42104274,28.43517658,
,206.28,206.28,206.28,206.28,0.0,2003-12-08,206.8654389,53.74803068,46.25196932,24.24735354,
,206.4,206.4,206.4,206.4,0.0,2003-12-09,206.7793126,56.5205822,43.4794178,22.00611571,
,206.35,206.35,206.35,206.35,0.0,2003-12-10,206.6983539,54.8093734,45.1906266,19.52864193,
,206.42,206.42,206.42,206.42,0.0,2003-12-11,206.6222526,57.08322196,42.91677804,18.45620233,
,202.47,202.47,202.47,202.47,0.0,2003-12-12,206.5507175,12.54815483,87.45184517,29.74569993,
,201.94,201.94,201.94,201.94,0.0,2003-12-15,206.42,11.09618939,88.90381061,39.35808419,
,201.88,201.88,201.88,201.88,0.0,2003-12-16,205.972,10.91742459,89.08257541,47.11949752,
,201.5,201.5,201.5,201.5,0.0,2003-12-17,205.48096,9.682506121,90.31749388,53.82259556,
,201.56,201.56,201.56,201.56,0.0,2003-12-18,204.9236256,11.65483146,88.34516854,58.39614387,
,201.54,201.54,201.54,201.54,0.0,2003-12-19,204.444318,11.54973995,88.45026005,62.09701911,
,201.51,201.51,201.51,201.51,0.0,2003-12-22,204.0321135,11.35771664,88.64228336,65.13452863,
,201.29,201.29,201.29,201.29,0.0,2003-12-23,203.6776176,9.855682269,90.14431773,68.16535,
,201.22,201.22,201.22,201.22,0.0,2003-12-24,203.2955988,9.363191472,90.63680853,70.78700341,
,201.52,201.52,201.52,201.52,0.0,2003-12-25,202.921991,28.50282212,71.49717788,65.22847388,
,201.65,201.65,201.65,201.65,0.0,2003-12-26,202.6156326,35.8414611,64.1585389,57.84619467,
,202.23,202.23,202.23,202.23,0.0,2003-12-29,202.3644188,59.19780307,40.80219693,49.95607696,
,201.23,201.23,201.23,201.23,0.0,2003-12-30,202.23,33.17200345,66.82799655,46.69606019,
,201.57,201.57,201.57,201.57,0.0,2003-12-31,202.23,43.69285575,56.30714425,39.87970585,
,201.88,201.88,201.88,201.88,0.0,2004-01-01,202.0482,52.25885619,47.74114381,32.80730715,
,201.52,201.52,201.52,201.52,0.0,2004-01-02,201.899124,42.80587508,57.19412492,29.12349569,
,201.51,201.51,201.51,201.51,0.0,2004-01-05,201.88,42.53869714,57.46130286,26.2833177,
,201.82,201.82,201.82,201.82,0.0,2004-01-06,201.22,53.72974612,46.27025388,22.5185526,
,201.51,201.51,201.51,201.51,0.0,2004-01-07,201.232,43.2103049,56.7896951,20.73072012,
,201.46,201.46,201.46,201.46,0.0,2004-01-08,201.24376,41.56944888,58.43055112,19.95679655,
,200.84,200.84,200.84,200.84,0.0,2004-01-09,201.82,26.16746884,73.83253116,25.4984497,
,201.34,201.34,201.34,201.34,0.0,2004-01-12,201.8004,46.24497223,53.75502777,21.90077087,
,202.19,202.19,202.19,202.19,0.0,2004-01-13,200.84,65.93163714,34.06836286,23.89327155,
,201.95,201.95,201.95,201.95,0.0,2004-01-14,200.867,58.3849507,41.6150493,22.46859752,
,202.65,202.65,202.65,202.65,0.0,2004-01-15,200.89346,70.63801415,29.36198585,26.23008368,
,204.41,204.41,204.41,204.41,0.0,2004-01-16,200.9637216,84.75001048,15.24998952,34.88407113,
,206.02,206.02,206.02,206.02,0.0,2004-01-19,201.1704983,90.15859286,9.841407135,43.97069405,
,207.8,207.8,207.8,207.8,0.0,2004-01-20,201.5584584,93.39563879,6.604361207,52.53481076,
,207.89,207.89,207.89,207.89,0.0,2004-01-21,202.1826126,93.53013784,6.469862159,59.43990374,
,210.13,210.13,210.13,210.13,0.0,2004-01-22,202.8674991,96.03946671,3.96053329,65.96770968,
,212.23,212.23,212.23,212.23,0.0,2004-01-23,203.8842492,97.27706778,2.722932222,71.68499485,
,212.96,212.96,212.96,212.96,0.0,2004-01-26,205.2195693,97.60259149,2.39740851,76.38903248,
,211.77,211.77,211.77,211.77,0.0,2004-01-27,206.6128469,78.4838178,21.5161822,72.5047531,
,211.47,211.47,211.47,211.47,0.0,2004-01-28,207.7553344,73.92082488,26.07917512,67.57213244,
,211.39,211.39,211.39,211.39,0.0,2004-01-29,208.6921742,72.51549197,27.48450803,63.06390274,
,211.11,211.11,211.11,211.11,0.0,2004-02-02,209.4603829,66.94718949,33.05281051,57.22999799,
,211.24,211.24,211.24,211.24,0.0,2004-02-03,210.090314,68.35732406,31.64267594,53.12692801,
,211.43,211.43,211.43,211.43,0.0,2004-02-04,210.6068574,70.64529325,29.35470675,50.75965971,
,211.28,211.28,211.28,211.28,0.0,2004-02-05,211.0304231,65.9401326,34.0598674,46.98378081,
,211.48,211.48,211.48,211.48,0.0,2004-02-06,211.28,69.34317351,30.65682649,45.32429405,
,211.18,211.18,211.18,211.18,0.0,2004-02-09,212.96,58.40222695,41.59777305,39.62032602,
,211.07,211.07,211.07,211.07,0.0,2004-02-10,212.9244,54.46364971,45.53635029,33.4817207,
,210.54,210.54,210.54,210.54,0.0,2004-02-13,212.850224,38.73203058,61.26796942,31.29256433,
,210.69,210.69,210.69,210.69,0.0,2004-02-16,212.7116106,44.41232201,55.58767799,27.26912266,
,210.6,210.6,210.6,210.6,0.0,2004-02-17,212.5813139,41.52492035,58.47507965,25.20532999,
,210.56,210.56,210.56,210.56,0.0,2004-02-20,212.4588351,40.07738044,59.92261956,24.13331182,
,210.45,210.45,210.45,210.45,0.0,2004-02-23,212.343705,35.78881746,64.21118254,24.99112247,
,210.04,210.04,210.04,210.04,0.0,2004-02-24,212.1922086,23.88220769,76.11779231,30.4400149,
,209.15,209.15,209.15,209.15,0.0,2004-02-26,211.9769877,12.5515613,87.4484387,39.3313874,
,208.87,208.87,208.87,208.87,0.0,2004-02-27,211.6377492,10.57795713,89.42204287,47.23392707,
,208.68,208.68,208.68,208.68,0.0,2004-03-01,211.2502643,9.333165006,90.66683499,54.05387565,
,208.75,208.75,208.75,208.75,0.0,2004-03-02,210.839022,13.99414764,86.00585236,57.64544147,
,208.82,208.82,208.82,208.82,0.0,2004-03-03,210.4935785,19.18716061,80.81283939,58.44148893,
,208.76,208.76,208.76,208.76,0.0,2004-03-04,210.2034059,18.02131484,81.97868516,59.5446652,
,208.41,208.41,208.41,208.41,0.0,2004-03-05,209.959661,12.48831161,87.51168839,62.64040752,
,208.09,208.09,208.09,208.09,0.0,2004-03-08,209.680722,9.244532071,90.75546793,66.41451319,
,208.26,208.26,208.26,208.26,0.0,2004-03-09,209.3625776,22.59576263,77.40423737,64.0933055,
,208.07,208.07,208.07,208.07,0.0,2004-03-10,209.1080621,18.74351478,81.25648522,63.77723849,
,207.73,207.73,207.73,207.73,0.0,2004-03-11,208.9004497,13.56899347,86.43100653,65.5941934,
,207.8,207.8,207.8,207.8,0.0,2004-03-12,208.6663597,19.30235273,80.69764727,64.75441363,
,207.85,207.85,207.85,207.85,0.0,2004-03-15,208.4790878,23.81460416,76.18539584,62.27768924,
,207.88,207.88,207.88,207.88,0.0,2004-03-16,208.3292702,26.88097091,73.11902909,59.06976303,
,208.16,208.16,208.16,208.16,0.0,2004-03-17,208.2094162,50.24456623,49.75543377,47.35363692,
,207.85,207.85,207.85,207.85,0.0,2004-03-18,208.16,34.83873067,65.16126933,43.94741727,
,207.07,207.07,207.07,207.07,0.0,2004-03-19,208.16,17.73541254,82.26458746,48.0637688,
,196.25,196.25,196.25,196.25,0.0,2004-03-26,207.942,1.864418513,98.13558149,57.70524763,
,196.34,196.34,196.34,196.34,0.0,2004-03-31,207.07,2.769093184,97.23090682,65.05656083,
,195.14,195.14,195.14,195.14,0.0,2004-04-01,204.906,2.400301973,97.59969803,71.08512788,
,195.17,195.17,195.17,195.17,0.0,2004-04-02,202.9528,2.804819872,97.19518013,75.74617435,
,196.14,196.14,196.14,196.14,0.0,2004-04-05,201.39024,16.7502716,83.2497284,73.89683084,
,197.32,197.32,197.32,197.32,0.0,2004-04-06,200.140192,31.66037724,68.33962276,66.45331378,
,198.87,198.87,198.87,198.87,0.0,2004-04-07,199.1401536,47.19035538,52.80964462,54.28650887,
,199.41,199.41,199.41,199.41,0.0,2004-04-08,195.14,51.94590527,48.05409473,44.2075692,
,199.53,199.53,199.53,199.53,0.0,2004-04-09,195.2254,53.11860156,46.88139844,36.61349599,
,201.22,201.22,201.22,201.22,0.0,2004-04-12,195.397584,67.20677647,32.79322353,36.17350738,
,202.94,202.94,202.94,202.94,0.0,2004-04-14,195.746929,76.27635868,23.72364132,39.44934937,
,202.1,202.1,202.1,202.1,0.0,2004-04-15,196.3223746,65.25841505,34.74158495,37.66284552,
,202.45,202.45,202.45,202.45,0.0,2004-04-16,196.8517847,67.68925485,32.31074515,37.20597835,
,202.72,202.72,202.72,202.72,0.0,2004-04-19,197.3388419,69.73148005,30.26851995,37.6573747,
,203.05,203.05,203.05,203.05,0.0,2004-04-20,197.7869345,72.3969507,27.6030493,39.08468004,
,203.16,203.16,203.16,203.16,0.0,2004-04-21,198.3132411,73.37391522,26.62608478,40.61731012,
,203.76,203.76,203.76,203.76,0.0,2004-04-22,198.8948522,78.55015575,21.44984425,43.9139104,
,204.06,204.06,204.06,204.06,0.0,2004-04-23,199.5759729,80.87402047,19.12597953,47.4807365,
,204.38,204.38,204.38,204.38,0.0,2004-04-26,200.2934172,83.2880985,16.7119015,51.2998286,
,204.6,204.6,204.6,204.6,0.0,2004-04-27,201.0290021,84.92345404,15.07654596,55.0092445,
,204.55,204.55,204.55,204.55,0.0,2004-04-28,201.7432017,82.6264449,17.3735551,57.05797356,
,205.26,205.26,205.26,205.26,0.0,2004-04-29,202.3145613,88.26191967,11.73808033,60.95114671,
,205.22,205.22,205.22,205.22,0.0,2004-04-30,202.9036491,86.29077793,13.70922207,63.27722854,
,205.07,205.07,205.07,205.07,0.0,2004-05-03,203.3749193,78.11344709,21.88655291,61.86716167,
,201.0,201.0,201.0,201.0,0.0,2004-05-05,205.26,18.53617973,81.46382027,62.07925744,
,201.12,201.12,201.12,201.12,0.0,2004-05-06,205.1748,20.76347127,79.23652873,61.35801745,
,201.27,201.27,201.27,201.27,0.0,2004-05-07,205.091304,24.00978146,75.99021854,59.48250137,
,201.49,201.49,201.49,201.49,0.0,2004-05-10,205.0094779,29.31875088,70.68124912,55.85850075,
,201.54,201.54,201.54,201.54,0.0,2004-05-11,204.9292884,30.69430844,69.30569156,52.40907722,
,204.35,204.35,204.35,204.35,0.0,2004-05-13,204.8507026,70.72206785,29.27793215,50.21608892,
,204.41,204.41,204.41,204.41,0.0,2004-05-14,204.7736885,71.16653952,28.83346048,48.63948694,
,204.8,204.8,204.8,204.8,0.0,2004-05-17,201.0,74.33253337,25.66746663,48.6446029,
,205.1,205.1,205.1,205.1,0.0,2004-05-18,201.076,76.78370067,23.21629933,49.62916259,
,205.02,205.02,205.02,205.02,0.0,2004-05-19,201.23696,74.41489958,25.58510042,49.4692899,
,205.29,205.29,205.29,205.29,0.0,2004-05-20,201.3914816,77.36131837,22.63868163,50.51995927,
,205.13,205.13,205.13,205.13,0.0,2004-05-21,201.6253927,71.28072851,28.71927149,48.92825882,
,205.58,205.58,205.58,205.58,0.0,2004-05-24,201.8452691,77.49851241,22.50148759,50.14201202,
,206.12,206.12,206.12,206.12,0.0,2004-05-25,202.1440476,83.01458167,16.98541833,53.31944229,
,206.25,206.25,206.25,206.25,0.0,2004-05-26,202.5416428,84.18150731,15.81849269,56.32815675,
,206.9,206.9,206.9,206.9,0.0,2004-05-27,202.9866457,88.93335822,11.06664178,60.63586869,
,207.04,207.04,207.04,207.04,0.0,2004-05-28,203.5345153,89.76141892,10.23858108,64.41326252,
,207.04,207.04,207.04,207.04,0.0,2004-05-31,204.0953929,89.76141892,10.23858108,67.43517759,
,207.04,207.04,207.04,207.04,0.0,2004-06-01,204.56653,89.76141892,10.23858108,69.85270964,
,207.04,207.04,207.04,207.04,0.0,2004-06-02,204.9622852,89.76141892,10.23858108,71.78673528,
,207.04,207.04,207.04,207.04,0.0,2004-06-03,205.2947196,89.76141892,10.23858108,73.33395579,
,207.04,207.04,207.04,207.04,0.0,2004-06-04,205.5739644,89.76141892,10.23858108,74.5717322,
,207.04,207.04,207.04,207.04,0.0,2004-06-07,205.8085301,89.76141892,10.23858108,75.56195333,
,207.04,207.04,207.04,207.04,0.0,2004-06-08,206.0055653,89.76141892,10.23858108,76.35413023,
,214.27,214.27,214.27,214.27,0.0,2004-06-09,206.1710749,99.57396524,0.426034758,80.91289028,
,216.75,216.75,216.75,216.75,0.0,2004-06-10,207.04,99.69804634,0.301953658,84.60953076,
,216.42,216.42,216.42,216.42,0.0,2004-06-11,208.982,95.0915088,4.9084912,85.72422813,
,213.12,213.12,213.12,213.12,0.0,2004-06-14,210.5356,60.27754183,39.72245817,72.69039924,
,211.31,211.31,211.31,211.31,0.0,2004-06-15,216.75,48.18320394,51.81679606,58.87903781,
,211.45,211.45,211.45,211.45,0.0,2004-06-16,216.6412,49.1692842,50.8307158,47.43551657,
,211.51,211.51,211.51,211.51,0.0,2004-06-21,216.534576,49.68225904,50.31774096,38.07550964,
,213.25,213.25,213.25,213.25,0.0,2004-06-22,216.4300845,63.15955404,36.84044596,35.72422933,
,216.51,216.51,216.51,216.51,0.0,2004-06-24,211.31,77.36069131,22.63930869,39.52365999,
,217.46,217.46,217.46,217.46,0.0,2004-06-25,211.414,80.14818833,19.85181167,43.67820332,
,217.41,217.41,217.41,217.41,0.0,2004-06-28,211.65584,79.50417097,20.49582903,46.74423105,
,217.72,217.72,217.72,217.72,0.0,2004-06-29,211.8880064,80.70570085,19.29429915,49.67766518,
,218.65,218.65,218.65,218.65,0.0,2004-06-30,212.237926,84.18288457,15.81711543,53.41528597,
,219.41,219.41,219.41,219.41,0.0,2004-07-01,212.7508919,86.64200866,13.35799134,57.38903224,
,220.75,220.75,220.75,220.75,0.0,2004-07-02,213.4168027,90.05104626,9.948953738,61.9316443,
,225.15,225.15,225.15,225.15,0.0,2004-07-05,214.2967864,95.14089461,4.859105387,67.60167328,
,227.83,227.83,227.83,227.83,0.0,2004-07-06,215.8162363,96.50301012,3.496989879,72.68254268,
,226.88,226.88,226.88,226.88,0.0,2004-07-08,217.7384385,85.8407353,14.1592647,72.48232826,
,222.04,222.04,222.04,222.04,0.0,2004-07-15,219.3530883,50.38713008,49.61286992,58.14071464,
,222.65,222.65,222.65,222.65,0.0,2004-07-16,220.7093942,53.41808056,46.58191944,47.87980394,
,223.45,223.45,223.45,223.45,0.0,2004-07-19,221.8486911,57.65860721,42.34139279,41.36728603,
,224.41,224.41,224.41,224.41,0.0,2004-07-20,222.65,62.74570436,37.25429564,38.19211057,
,224.42,224.42,224.42,224.42,0.0,2004-07-21,223.45,62.8038934,37.1961066,35.67524581,
,223.42,223.42,223.42,223.42,0.0,2004-07-22,227.83,52.54488751,47.45511249,29.55815166,
,224.09,224.09,224.09,224.09,0.0,2004-07-23,227.7418,58.2557325,41.7442675,26.94881432,
,224.63,224.63,224.63,224.63,0.0,2004-07-27,227.655364,62.76955578,37.23044422,26.66687377,
,224.91,224.91,224.91,224.91,0.0,2004-07-28,227.5706567,65.20793999,34.79206001,27.41667501,
,225.52,225.52,225.52,225.52,0.0,2004-07-29,227.4876436,70.47404678,29.52595322,30.12295872,
,226.72,226.72,226.72,226.72,0.0,2004-07-30,227.4062907,78.48268963,21.51731037,35.49144283,
,227.3,227.3,227.3,227.3,0.0,2004-08-02,227.3265649,81.51234715,18.48765285,40.99809313,
,228.77,228.77,228.77,228.77,0.0,2004-08-03,223.42,87.21526066,12.78473934,47.68457877,
,230.2,230.2,230.2,230.2,0.0,2004-08-04,223.527,90.70266441,9.297335585,54.42872878,
,231.13,231.13,231.13,231.13,0.0,2004-08-05,223.79392,92.3901605,7.6098395,60.49904722,
,232.39,232.39,232.39,232.39,0.0,2004-08-06,224.2340848,94.17934061,5.820659387,66.07097402,
,232.53,232.53,232.53,232.53,0.0,2004-08-09,224.886558,94.36340218,5.636597819,70.60214009,
,233.46,233.46,233.46,233.46,0.0,2004-08-10,225.6509022,95.53563858,4.464361418,74.69596751,
,235.7,235.7,235.7,235.7,0.0,2004-08-11,226.5879939,97.254631,2.745368995,78.65862641,
,237.43,237.43,237.43,237.43,0.0,2004-08-20,227.8636748,97.99860221,2.001397786,82.12634201,
,236.27,236.27,236.27,236.27,0.0,2004-08-23,229.3942868,79.85990495,20.14009505,77.64503559,
,234.02,234.02,234.02,234.02,0.0,2004-08-24,230.6800009,55.12267611,44.87732389,64.16509891,
,235.81,235.81,235.81,235.81,0.0,2004-08-25,231.7600008,65.69108797,34.30891203,57.60851432,
,237.81,237.81,237.81,237.81,0.0,2004-08-27,232.6672007,74.18255926,25.81744074,55.75983516,
,237.43,237.43,237.43,237.43,0.0,2004-08-31,233.5929045,70.06409654,29.93590346,52.63350674,
,235.61,235.61,235.61,235.61,0.0,2004-09-07,234.3519817,52.58578449,47.41421551,43.14111919,
,234.07,234.07,234.07,234.07,0.0,2004-09-08,237.81,41.60749102,58.39250898,37.86989895,
,231.78,231.78,231.78,231.78,0.0,2004-09-09,237.7352,29.97542993,70.02457007,38.30574718,
,231.29,231.29,231.29,231.29,0.0,2004-09-10,237.496992,27.88996127,72.11003873,39.48861324,
,230.9,230.9,230.9,230.9,0.0,2004-09-13,237.1245725,26.08445673,73.91554327,41.1571079,
,229.99,229.99,229.99,229.99,0.0,2004-09-14,236.6266067,21.94155307,78.05844693,44.14906509,
,230.72,230.72,230.72,230.72,0.0,2004-09-15,235.962946,32.66544682,67.33455318,42.25307335,
,234.58,234.58,234.58,234.58,0.0,2004-09-16,235.3656514,64.7101737,35.2898263,39.68652816,
,237.22,237.22,237.22,237.22,0.0,2004-09-17,229.99,74.91589722,25.08410278,41.71558141,
,236.83,236.83,236.83,236.83,0.0,2004-09-20,230.1346,71.11798922,28.88201078,41.81966082,
,235.45,235.45,235.45,235.45,0.0,2004-09-21,230.276308,58.09198624,41.90801376,36.69252315,
,234.12,234.12,234.12,234.12,0.0,2004-09-22,230.4151818,47.59082147,52.40917853,30.31768993,
,234.12,234.12,234.12,234.12,0.0,2004-09-23,230.5512782,47.59082147,52.40917853,25.21782336,
,234.12,234.12,234.12,234.12,0.0,2004-09-24,230.6846526,47.59082147,52.40917853,21.1379301,
,233.05,233.05,233.05,233.05,0.0,2004-09-28,230.8153596,37.0632741,62.9367259,22.08503444,
,233.64,233.64,233.64,233.64,0.0,2004-09-29,230.9434524,45.3896699,54.6103301,19.51215959,
,234.11,234.11,234.11,234.11,0.0,2004-09-30,231.0689833,51.74646095,48.25353905,16.30831205,
,233.99,233.99,233.99,233.99,0.0,2004-10-01,231.1920037,49.89294768,50.10705232,13.08947057,
,234.09,234.09,234.09,234.09,0.0,2004-10-04,231.3125636,51.69527404,48.30472596,11.14968607,
,234.0,234.0,234.0,234.0,0.0,2004-10-05,231.4307123,49.68474582,50.31525418,9.045850533,
,233.92,233.92,233.92,233.92,0.0,2004-10-07,231.5464981,47.62664424,52.37335576,8.186022731,
,233.81,233.81,233.81,233.81,0.0,2004-10-08,231.6599681,44.46117988,55.53882012,8.764346233,
,233.73,233.73,233.73,233.73,0.0,2004-10-11,231.7711688,41.92781915,58.07218085,10.24034933,
,232.37,232.37,232.37,232.37,0.0,2004-10-12,231.8801454,18.96493718,81.03506282,20.60630459,
,232.29,232.29,232.29,232.29,0.0,2004-10-13,231.9869425,18.23077771,81.76922229,29.19273259,
,232.29,232.29,232.29,232.29,0.0,2004-10-14,232.0916036,18.23077771,81.76922229,36.06187499,
,232.36,232.36,232.36,232.36,0.0,2004-10-19,232.1941716,22.34094213,77.65905787,39.91312314,
,232.0,232.0,232.0,232.0,0.0,2004-10-26,237.22,16.88485651,83.11514349,45.17655591,
,232.06,232.06,232.06,232.06,0.0,2004-10-27,237.1156,20.90893003,79.09106997,47.77767271,
,232.13,232.13,232.13,232.13,0.0,2004-10-28,237.013288,26.12496225,73.87503775,47.77215327,
,233.54,233.54,233.54,233.54,0.0,2004-11-01,236.9130222,72.23284919,27.76715081,47.11086229,
,232.52,232.52,232.52,232.52,0.0,2004-11-02,236.8147618,46.17358415,53.82641585,39.21925618,
,233.6,233.6,233.6,233.6,0.0,2004-11-03,236.7184666,63.56892656,36.43107344,36.80297557,
,232.76,232.76,232.76,232.76,0.0,2004-11-04,236.6240972,48.37089915,51.62910085,30.09402079,
,232.41,232.41,232.41,232.41,0.0,2004-11-05,236.5316153,43.01468575,56.98531425,26.86934234,
,232.35,232.35,232.35,232.35,0.0,2004-11-09,236.440983,42.017677,57.982323,24.68840307,
,233.83,233.83,233.83,233.83,0.0,2004-11-10,236.3521633,66.18446573,33.81553427,26.22450875,
,234.77,234.77,234.77,234.77,0.0,2004-11-11,236.2651201,74.5920192,25.4079808,30.81641468,
,235.08,235.08,235.08,235.08,0.0,2004-11-15,236.1798177,76.95408107,23.04591893,35.43476417,
,235.37,235.37,235.37,235.37,0.0,2004-11-16,236.0962213,79.2137442,20.7862558,40.03330901,
,236.13,236.13,236.13,236.13,0.0,2004-11-17,232.0,84.26713683,15.73286317,45.73350195,
,237.24,237.24,237.24,237.24,0.0,2004-11-18,232.0826,89.10345598,10.89654402,52.22818395,
,238.01,238.01,238.01,238.01,0.0,2004-11-19,232.288896,91.39669894,8.603301065,58.34122673,
,239.2,239.2,239.2,239.2,0.0,2004-11-22,232.6321622,93.88345715,6.116542849,64.22636425,
,240.4,240.4,240.4,240.4,0.0,2004-11-23,233.1575893,95.51686477,4.483135229,69.58783731,
,241.27,241.27,241.27,241.27,0.0,2004-11-24,233.8818303,96.39042466,3.609575338,74.22643971,
,241.57,241.57,241.57,241.57,0.0,2004-11-25,234.7684107,96.67009993,3.329900071,78.04919174,
,241.6,241.6,241.6,241.6,0.0,2004-11-26,235.7206332,96.70204127,3.297958728,81.1201699,
,241.04,241.04,241.04,241.04,0.0,2004-11-29,236.6613319,79.01655997,20.98344003,76.50275991,
,238.92,238.92,238.92,238.92,0.0,2004-11-30,237.4515188,42.35803919,57.64196081,64.25899225,
,238.92,238.92,238.92,238.92,0.0,2004-12-01,238.1152758,42.35803919,57.64196081,54.46397813,
,237.97,237.97,237.97,237.97,0.0,2004-12-02,241.6,31.97228094,68.02771906,50.78227012,
,237.62,237.62,237.62,237.62,0.0,2004-12-03,241.5274,28.72837754,71.27162246,49.13446508,
,237.68,237.68,237.68,237.68,0.0,2004-12-06,241.371104,30.24495001,69.75504999,47.20959206,
,238.1,238.1,238.1,238.1,0.0,2004-12-07,241.2210598,41.1939952,58.8060048,41.29007557,
,235.63,235.63,235.63,235.63,0.0,2004-12-08,241.0770174,19.12553899,80.87446101,45.38184486,
,236.52,236.52,236.52,236.52,0.0,2004-12-09,240.7501964,34.84649317,65.15350683,42.36687862,
,236.71,236.71,236.71,236.71,0.0,2004-12-10,240.4429846,38.05952931,61.94047069,38.66969117,
,236.75,236.75,236.75,236.75,0.0,2004-12-14,240.1542055,38.85306942,61.14693058,35.39452517,
,236.38,236.38,236.38,236.38,0.0,2004-12-15,239.8827532,33.84027385,66.15972615,34.77951059,
,237.03,237.03,237.03,237.03,0.0,2004-12-16,239.627588,48.44640669,51.55359331,28.4450458,
,237.53,237.53,237.53,237.53,0.0,2004-12-17,239.3877327,57.4738415,42.5261585,25.74557324,
,237.99,237.99,237.99,237.99,0.0,2004-12-20,239.1622688,64.60206336,35.39793664,26.43728394,
,238.47,238.47,238.47,238.47,0.0,2004-12-21,238.9503326,70.95278374,29.04721626,29.53094064,
,238.2,238.2,238.2,238.2,0.0,2004-12-22,238.7511127,63.00489343,36.99510657,28.82670988,
,238.17,238.17,238.17,238.17,0.0,2004-12-23,238.5638459,62.03968848,37.96031152,27.8772433,
,238.81,238.81,238.81,238.81,0.0,2004-12-24,235.63,73.04951676,26.95048324,31.52160135,
,239.24,239.24,239.24,239.24,0.0,2004-12-27,235.6936,78.32838233,21.67161767,36.54863401,
,239.41,239.41,239.41,239.41,0.0,2004-12-28,235.835456,80.24100531,19.75899469,41.33530933,
,238.3,238.3,238.3,238.3,0.0,2004-12-29,236.0499286,46.64322077,53.35677923,34.41095916,
,238.32,238.32,238.32,238.32,0.0,2004-12-30,236.2515329,47.14169709,52.85830291,28.67208849,
,238.29,238.29,238.29,238.29,0.0,2004-12-31,236.4410409,46.33013866,53.66986134,24.40561533,
,238.32,238.32,238.32,238.32,0.0,2005-01-03,236.6191785,47.46073757,52.53926243,20.54019723,
,235.68,235.68,235.68,235.68,0.0,2005-01-04,239.41,14.30730248,85.69269752,30.70923679,
,234.93,234.93,234.93,234.93,0.0,2005-01-05,239.3354,11.4636091,88.5363909,39.9819458,
,235.16,235.16,235.16,235.16,0.0,2005-01-06,239.159184,17.73168433,82.26831567,44.89288291,
,239.61,239.61,239.61,239.61,0.0,2005-01-13,234.93,69.66731584,30.33268416,43.78123266,
,239.94,239.94,239.94,239.94,0.0,2005-01-14,235.0236,71.34422272,28.65577728,43.56267522,
,239.89,239.89,239.89,239.89,0.0,2005-01-17,235.220256,70.60495902,29.39504098,43.09212378,
,240.34,240.34,240.34,240.34,0.0,2005-01-19,235.4090458,73.67384359,26.32615641,43.94323646,
,240.72,240.72,240.72,240.72,0.0,2005-01-20,235.704903,76.28704703,23.71295297,45.66940798,
,242.11,242.11,242.11,242.11,0.0,2005-01-21,236.1061108,83.68971804,16.31028196,50.0114136,
,243.76,243.76,243.76,243.76,0.0,2005-01-24,236.7064997,88.85311477,11.14688523,55.55037679,
,245.25,245.25,245.25,245.25,0.0,2005-01-25,237.5529197,91.78772211,8.212277887,61.15539027,
,246.84,246.84,246.84,246.84,0.0,2005-01-26,238.630511,93.92209846,6.077901538,66.4931516,
,247.17,247.17,247.17,247.17,0.0,2005-01-27,239.9440292,94.30602634,5.693973663,70.91693182,
,246.98,246.98,246.98,246.98,0.0,2005-01-28,241.244704,90.20514712,9.794852885,72.8156043,
,247.41,247.41,247.41,247.41,0.0,2005-01-31,242.3112572,91.27808427,8.721915725,74.76371715,
,247.35,247.35,247.35,247.35,0.0,2005-02-01,243.3310058,89.56682291,10.43317709,75.63770288,
,246.94,246.94,246.94,246.94,0.0,2005-02-02,244.1468046,77.20364168,22.79635832,71.39161898,
,248.03,248.03,248.03,248.03,0.0,2005-02-03,244.7994437,84.37221971,15.62778029,70.86218307,
,250.76,250.76,250.76,250.76,0.0,2005-02-04,245.445555,92.12506109,7.874938914,73.53977089,
,251.02,251.02,251.02,251.02,0.0,2005-02-07,246.508444,92.56420964,7.435790364,75.85750057,
,251.68,251.68,251.68,251.68,0.0,2005-02-08,247.4107552,93.68214023,6.31785977,78.15885654,
,251.88,251.88,251.88,251.88,0.0,2005-02-09,248.2646041,94.0225483,5.977451696,80.13610456,
,253.94,253.94,253.94,253.94,0.0,2005-02-10,248.9876833,96.47079106,3.529208937,82.69720007,
,257.29,257.29,257.29,257.29,0.0,2005-02-11,249.9781467,98.07418567,1.925814333,85.38743432,
,259.05,259.05,259.05,259.05,0.0,2005-02-14,251.4405173,98.51673341,1.483266586,87.71664082,
,264.73,264.73,264.73,264.73,0.0,2005-02-15,252.9624139,99.23028157,0.769718432,89.86542529,
,264.73,264.73,264.73,264.73,0.0,2005-02-16,255.3159311,99.23028157,0.769718432,91.58445286,
,265.74,265.74,265.74,265.74,0.0,2005-02-17,257.1987449,99.32103158,0.678968416,92.99597492,
,263.72,263.72,263.72,263.72,0.0,2005-02-21,258.9069959,76.71054532,23.28945468,85.08099806,
,263.41,263.41,263.41,263.41,0.0,2005-02-22,260.2735967,73.50072557,26.49927443,77.46508868,
,264.39,264.39,264.39,264.39,0.0,2005-02-23,261.3668774,77.26064183,22.73935817,72.87632767,
