date,value,in_position
2025-05-15,10013.763965248861,True
2025-05-18,10003.02883914947,True
2025-05-19,10077.062869499206,True
2025-05-20,10265.272633863187,True
2025-05-21,10234.830883424198,True
2025-05-22,10290.643900535033,True
2025-05-25,10257.841528167924,True
2025-05-26,10237.861553400564,True
2025-05-27,10241.153273381391,True
2025-05-28,10307.906292527523,True
2025-06-02,10316.404069315442,True
2025-06-03,10179.613113351928,True
2025-06-04,10133.748135673706,True
2025-06-05,10110.815646834597,True
2025-06-08,10068.43456979804,True
2025-06-09,10152.586316716131,True
2025-06-10,10248.560017127063,True
2025-06-11,10196.134191942463,True
2025-06-12,10161.349465597354,True
2025-06-15,10163.148015804416,True
2025-06-16,10171.529047580218,True
2025-06-17,10156.57012896105,True
2025-06-18,10152.476511845318,True
2025-06-19,10057.711188521327,True
2025-06-22,9931.68899432301,True
2025-06-23,9939.657472117777,True
2025-06-24,9938.77845167045,True
2025-06-25,9937.51724841994,True
2025-06-26,9920.47189539788,True
2025-06-29,10021.903211363218,True
2025-06-30,10051.029164435005,True
2025-07-01,10161.451912524983,True
2025-07-02,10292.958492142347,True
2025-07-03,10327.869039272835,True
2025-07-06,10337.03592254561,True
2025-07-07,10252.586092371339,True
2025-07-08,10252.01311093168,True
2025-07-09,10336.203183798722,True
2025-07-10,10435.137979046287,True
2025-07-13,10545.914390713446,True
2025-07-14,10411.874932596183,False
2025-07-15,10411.874932596183,False
2025-07-16,10411.874932596183,False
2025-07-17,10411.874932596183,False
2025-07-20,10411.874932596183,False
2025-07-21,10411.874932596183,False
2025-07-22,10402.884310583808,True
2025-07-23,10421.005486468674,True
2025-07-24,10434.159081319463,True
2025-07-27,10369.650493806545,True
2025-07-28,10394.523381941948,True
2025-07-29,10502.130982370223,False
2025-07-30,10502.130982370223,False
2025-07-31,10502.130982370223,False
2025-08-03,10502.130982370223,False
2025-08-04,10502.130982370223,False
2025-08-05,10502.130982370223,False
2025-08-06,10502.130982370223,False
2025-08-07,10502.130982370223,False
2025-08-11,10502.130982370223,False
2025-08-12,10502.130982370223,False
2025-08-13,10502.130982370223,False
2025-08-14,10502.130982370223,False
2025-08-17,10502.130982370223,False
2025-08-18,10502.130982370223,False
2025-08-19,10502.130982370223,False
2025-08-20,10502.130982370223,False
2025-08-21,10502.130982370223,False
2025-08-24,10502.130982370223,False
2025-08-25,10502.130982370223,False
2025-08-26,10502.130982370223,False
2025-08-27,10502.130982370223,False
2025-08-28,10502.130982370223,False
2025-08-31,10502.130982370223,False
2025-09-01,10502.130982370223,False
2025-09-02,10502.130982370223,False
2025-09-03,10502.130982370223,False
2025-09-04,10502.130982370223,False
2025-09-07,10502.130982370223,False
2025-09-08,10502.130982370223,False
2025-09-18,10604.933282383374,True
2025-09-21,11076.557304332826,True
2025-09-23,11324.084977834718,True
2025-09-24,11206.295073507534,True
2025-09-25,11196.373701637682,True
2025-09-28,11249.190760537562,True
2025-10-07,11001.907994927717,True
2025-10-08,10810.290248117835,True
2025-10-09,10905.697894149027,True
2025-10-12,10572.763642859121,True
2025-10-13,10758.93319218573,True
2025-10-14,10676.834879555769,True
2025-10-15,10581.475831243808,True
2025-10-16,10503.727377770681,True
2025-10-19,10574.169757126017,True
2025-10-26,10596.087979479387,False
2025-10-28,10599.179513323606,True
2025-10-29,10577.827319572869,True
2025-10-30,10718.883703771746,True
2025-11-02,10845.677811835958,True
2025-11-03,10811.670939549555,True
2025-11-04,10690.446509019095,True
2025-11-05,10740.618993444372,True
2025-11-06,10694.071450422563,True
2025-11-09,10570.370325029213,True
2025-11-10,10553.275430910584,True
2025-11-11,10566.539421046002,False
2025-11-12,10591.346728510829,True
2025-11-13,10596.091750408463,True
2025-11-16,10574.614282871802,True
2025-11-17,10615.363198992718,True
2025-11-18,10680.752930582052,True
2025-11-19,10664.938493456935,True
2025-11-20,10661.648747955103,True
2025-11-23,10827.926644016037,True
2025-11-24,11037.970647955768,True
2025-11-25,11060.166019506101,True
2025-11-26,11100.1843160537,False
2025-11-27,11105.745426680918,True
2025-11-30,10995.726738078281,True
2025-12-01,10977.964384731646,True
2025-12-02,10975.72334015053,True
2025-12-03,10919.572723145864,True
2025-12-07,10830.428949808082,False
2025-12-08,10827.56283389951,True
2025-12-09,10858.300888571126,True
2025-12-10,10837.365781065053,True
2025-12-11,10830.470487719798,True
2025-12-14,10778.548098071802,True
2025-12-15,10805.713956195657,True
2025-12-16,10882.054769197941,True
2025-12-17,10905.72955886677,True
2025-12-18,10861.453548714193,True
2025-12-21,10778.674854310733,True
2025-12-22,10720.98313001249,False
2025-12-23,10720.98313001249,False
