date,value,in_position
2025-05-15,10013.763965248861,True
2025-05-18,10003.02883914947,True
2025-05-19,10077.062869499206,True
2025-05-20,10265.272633863187,True
2025-05-21,10234.830883424198,True
2025-05-22,10307.829740900062,False
2025-05-25,10307.829740900062,False
2025-05-26,10307.829740900062,False
2025-05-27,10307.829740900062,False
2025-05-28,10307.829740900062,False
2025-06-02,10307.829740900062,False
2025-06-03,10307.829740900062,False
2025-06-04,10319.916006080308,True
2025-06-05,10296.5622227159,True
2025-06-08,10253.402559636766,True
2025-06-09,10343.854608727632,True
2025-06-10,10441.636392831031,True
2025-06-11,10385.26065889227,True
2025-06-12,10349.830716205985,True
2025-06-15,10351.662627433987,True
2025-06-16,10362.615117967372,True
2025-06-17,10347.375175623765,True
2025-06-18,10353.81723114236,True
2025-06-19,10257.172551747935,True
2025-06-22,10128.651125052242,True
2025-06-23,10147.340184975508,True
2025-06-24,10146.442797964579,True
2025-06-25,10145.155242688026,False
2025-06-26,10148.282915849697,True
2025-06-29,10252.043472988184,True
2025-06-30,10288.011714347418,True
2025-07-01,10401.038003227357,True
2025-07-02,10535.645236922837,True
2025-07-03,10571.378902794946,False
2025-07-06,10571.378902794946,False
2025-07-07,10571.378902794946,False
2025-07-08,10571.378902794946,False
2025-07-09,10571.378902794946,False
2025-07-10,10571.378902794946,False
2025-07-13,10571.378902794946,False
2025-07-14,10571.378902794946,False
2025-07-15,10571.378902794946,False
2025-07-16,10571.378902794946,False
2025-07-17,10571.378902794946,False
2025-07-20,10571.378902794946,False
2025-07-21,10571.378902794946,False
2025-07-22,10571.378902794946,False
2025-07-23,10571.378902794946,False
2025-07-24,10563.304065312408,True
2025-07-27,10497.997046374701,True
2025-07-28,10523.177789576823,True
2025-07-29,10632.117263683323,True
2025-07-30,10462.368596780703,True
2025-07-31,10346.383210302345,True
2025-08-03,10120.77305712094,True
2025-08-04,10179.042994691408,True
2025-08-05,10032.624731148604,True
2025-08-06,10025.756949928269,True
2025-08-07,10090.576060311942,False
2025-08-11,10090.576060311942,False
2025-08-12,10080.40999581526,True
2025-08-13,10042.55762800847,True
2025-08-14,10052.002695023119,True
2025-08-17,9954.163336711088,True
2025-08-18,9987.221071262353,True
2025-08-19,10010.689539302562,False
2025-08-20,10010.689539302562,False
2025-08-21,10010.689539302562,False
2025-08-24,10010.689539302562,False
2025-08-25,10010.689539302562,False
2025-08-26,10010.689539302562,False
2025-08-27,10010.689539302562,False
2025-08-28,10010.689539302562,False
2025-08-31,10010.689539302562,False
2025-09-01,10010.689539302562,False
2025-09-02,10010.689539302562,False
2025-09-03,10010.689539302562,False
2025-09-04,10010.689539302562,False
2025-09-07,10010.689539302562,False
2025-09-08,10010.689539302562,False
2025-09-18,10108.681262228649,True
2025-09-21,10558.235897467795,True
2025-09-23,10794.18064963028,True
2025-09-24,10681.902659090738,True
2025-09-25,10672.445552360707,True
2025-09-28,10718.765253834188,False
2025-10-07,10696.919386283429,True
2025-10-08,10510.613557189823,True
2025-10-09,10603.376366958933,True
2025-10-12,10279.671528796074,True
2025-10-13,10461.378227878993,True
2025-10-14,10381.550471264938,False
2025-10-15,10380.929002642744,True
2025-10-16,10304.654087078821,True
2025-10-19,10373.761397866774,True
2025-10-26,10395.264212194681,True
2025-10-28,10653.38084661252,True
2025-10-29,10631.91946352609,False
2025-10-30,10575.754147389429,True
2025-11-02,10700.855170152909,True
2025-11-03,10667.302392591182,True
2025-11-04,10554.849750217636,True
2025-11-05,10604.38585090877,True
2025-11-06,10549.16408205149,True
2025-11-09,10427.139138141345,True
2025-11-10,10410.27588415443,True
2025-11-11,10423.360143874397,True
2025-11-12,10339.775292185032,True
2025-11-13,10326.356876474218,True
2025-11-16,10305.426140896365,True
2025-11-17,10345.137749676825,True
2025-11-18,10408.862915554359,True
2025-11-19,10388.621758474224,True
2025-11-20,10377.108394037923,True
2025-11-23,10538.948630172867,True
2025-11-24,10743.38693497243,True
2025-11-25,10764.989951716712,True
2025-11-26,10803.940231437646,True
2025-11-27,10846.214052196161,False
2025-11-30,10851.046714385153,True
2025-12-01,10833.518075258982,True
2025-12-02,10831.306517986053,True
2025-12-03,10775.894721869916,True
2025-12-07,10687.923888124562,True
2025-12-08,10675.555549301891,False
2025-12-09,10676.49492500061,True
2025-12-10,10655.910344472162,True
2025-12-11,10649.130502472712,True
2025-12-14,10598.077475368424,True
2025-12-15,10625.605267583056,True
2025-12-16,10691.125040133424,True
2025-12-17,10714.38444674519,True
2025-12-18,10670.885275783538,True
2025-12-21,10589.55896459538,True
2025-12-22,10532.879463220394,True
2025-12-23,10546.263823516285,False
